"id";"event_id";"bib";"video_count";"videoname";"upload_time";"orientation";"screen_id";"played_time";"played";"detection_time";"detection";"ready";"approved";"trash";"remark"
"203";;"12656";"1";"12656-1.mov";"2025-10-02 20:54:44";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"204";;"8245";"1";"8245-1.mov";"2025-10-02 20:59:16";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"205";;"5558";"1";"5558-1.mp4";"2025-10-02 20:59:21";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"206";;"5558";"2";"5558-2.mp4";"2025-10-02 21:00:15";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"207";;"5993";"1";"5993-1.mp4";"2025-10-02 21:05:50";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"208";;"10577";"1";"10577-1.mov";"2025-10-02 21:38:57";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"209";;"932";"2";"932-2.mov";"2025-10-02 21:43:28";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"210";;"14285";"1";"14285-1.mp4";"2025-10-02 21:48:55";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"211";;"29573";"1";"29573-1.mov";"2025-10-02 21:49:14";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"212";;"3955";"1";"3955-1.mov";"2025-10-02 21:50:13";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"213";;"5787";"1";"5787-1.MOV";"2025-10-02 21:57:16";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"214";;"8639";"1";"8639-1.mp4";"2025-10-02 22:07:13";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"215";;"8062";"1";"8062-1.mp4";"2025-10-02 22:08:49";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"216";;"29751";"1";"29751-1.mp4";"2025-10-02 22:24:17";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"217";;"8639";"2";"8639-2.mp4";"2025-10-02 22:28:03";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"218";;"29751";"2";"29751-2.mp4";"2025-10-02 22:42:31";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"219";;"3665";"1";"3665-1.mov";"2025-10-02 22:59:04";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"220";;"6873";"1";"6873-1.MOV";"2025-10-02 23:00:20";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"221";;"29514";"1";"29514-1.mov";"2025-10-02 23:27:34";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"222";;"29514";"2";"29514-2.mov";"2025-10-02 23:29:07";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"223";;"12633";"1";"12633-1.MOV";"2025-10-02 23:34:36";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"224";;"29063";"1";"29063-1.MP4";"2025-10-02 23:35:58";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"225";;"29066";"1";"29066-1.MOV";"2025-10-02 23:39:52";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"226";;"176";"1";"176-1.mov";"2025-10-03 00:45:29";"1";"1";NULL;"0";"2025-10-04 15:50:34";"1";"1";"1";"0";
"227";;"14567";"2";"14567-2.mp4";"2025-10-03 04:40:03";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"228";;"14572";"2";"14572-2.mp4";"2025-10-03 04:40:30";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"229";;"14572";"3";"14572-3.mp4";"2025-10-03 04:40:54";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"230";;"32720";"1";"32720-1.mp4";"2025-10-03 07:41:20";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"231";;"32720";"2";"32720-2.mp4";"2025-10-03 07:45:42";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"232";;"2822";"1";"2822-1.mp4";"2025-10-03 07:58:20";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"233";;"4242";"2";"4242-2.mp4";"2025-10-03 08:07:22";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"234";;"22080";"1";"22080-1.mp4";"2025-10-03 08:08:35";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";"dunkel"
"235";;"2367";"1";"2367-1.mov";"2025-10-03 08:51:14";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"nice! aufwendig"
"236";;"27714";"1";"27714-1.mov";"2025-10-03 08:57:13";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"237";;"27714";"2";"27714-2.mov";"2025-10-03 08:59:29";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"238";;"3239";"1";"3239-1.mov";"2025-10-03 09:11:39";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"239";;"29514";"3";"29514-3.mov";"2025-10-03 09:17:29";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"240";;"3790";"1";"3790-1.mp4";"2025-10-03 09:33:37";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"241";;"3790";"2";"3790-2.mp4";"2025-10-03 09:33:40";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"242";;"29297";"1";"29297-1.mp4";"2025-10-03 09:46:08";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"243";;"15054";"1";"15054-1.mp4";"2025-10-03 09:49:54";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"244";;"28499";"1";"28499-1.mp4";"2025-10-03 09:52:57";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"245";;"11157";"2";"11157-2.mov";"2025-10-03 10:05:32";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"246";;"22874";"1";"22874-1.mov";"2025-10-03 10:11:14";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"247";;"15798";"1";"15798-1.mov";"2025-10-03 10:12:06";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"248";;"11157";"3";"11157-3.mov";"2025-10-03 10:23:12";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"249";;"13421";"1";"13421-1.mov";"2025-10-03 10:42:35";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"250";;"3024";"1";"3024-1.mov";"2025-10-03 10:57:07";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"251";;"3024";"2";"3024-2.mov";"2025-10-03 10:57:09";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"252";;"532";"1";"532-1.mov";"2025-10-03 10:58:22";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"253";;"5833";"1";"5833-1.mov";"2025-10-03 11:03:21";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"254";;"21397";"1";"21397-1.mp4";"2025-10-03 11:08:54";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"255";;"21397";"2";"21397-2.mp4";"2025-10-03 11:09:07";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"256";;"176";"2";"176-2.mov";"2025-10-03 11:12:21";"1";"1";NULL;"0";"2025-10-04 15:50:34";"1";"1";"1";"0";
"257";;"27694";"1";"27694-1.mov";"2025-10-03 11:12:56";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"258";;"10339";"1";"10339-1.MOV";"2025-10-03 11:14:56";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"259";;"10311";"1";"10311-1.MOV";"2025-10-03 11:15:32";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"260";;"5474";"1";"5474-1.mov";"2025-10-03 11:19:07";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"261";;"35012";"1";"35012-1.mov";"2025-10-03 11:22:01";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"262";;"35014";"1";"35014-1.mov";"2025-10-03 11:23:01";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"263";;"14476";"1";"14476-1.mp4";"2025-10-03 11:23:42";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";"Kuh"
"264";;"12066";"1";"12066-1.mp4";"2025-10-03 11:24:01";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"Hund mit Supportern"
"265";;"5474";"2";"5474-2.mov";"2025-10-03 11:29:32";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"266";;"12612";"1";"12612-1.mp4";"2025-10-03 11:30:00";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"267";;"29599";"1";"29599-1.mp4";"2025-10-03 11:31:12";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"268";;"12612";"2";"12612-2.mp4";"2025-10-03 11:32:00";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"269";;"1877";"1";"1877-1.mp4";"2025-10-03 11:37:40";"2";"1";NULL;"0";"2025-10-04 15:52:30";"1";"1";"1";"0";
"270";;"33359";"1";"33359-1.mov";"2025-10-03 11:39:17";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"271";;"33147";"2";"33147-2.mov";"2025-10-03 11:42:56";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"272";;"28164";"1";"28164-1.MOV";"2025-10-03 11:48:27";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"273";;"12340";"1";"12340-1.mp4";"2025-10-03 11:50:16";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"creepy Katzen"
"274";;"28260";"1";"28260-1.mov";"2025-10-03 12:00:01";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"275";;"5326";"1";"5326-1.mov";"2025-10-03 12:15:13";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"276";;"5064";"1";"5064-1.mov";"2025-10-03 12:26:07";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"277";;"5326";"2";"5326-2.mov";"2025-10-03 12:28:09";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"278";;"5326";"3";"5326-3.mov";"2025-10-03 12:28:30";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"279";;"8979";"1";"8979-1.mp4";"2025-10-03 12:33:59";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"280";;"10333";"1";"10333-1.mp4";"2025-10-03 12:37:37";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"281";;"5845";"1";"5845-1.mov";"2025-10-03 12:41:45";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"282";;"33043";"1";"33043-1.mp4";"2025-10-03 12:45:38";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"283";;"11318";"1";"11318-1.mov";"2025-10-03 12:58:25";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"284";;"33147";"3";"33147-3.mp4";"2025-10-03 13:04:42";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"285";;"532";"2";"532-2.mov";"2025-10-03 13:05:09";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"286";;"21397";"3";"21397-3.mov";"2025-10-03 13:05:55";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"287";;"22267";"1";"22267-1.mov";"2025-10-03 13:14:12";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"288";;"22267";"2";"22267-2.mov";"2025-10-03 13:14:22";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"289";;"2779";"5";"2779-5.mp4";"2025-10-03 13:15:03";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"290";;"19696";"1";"19696-1.mov";"2025-10-03 13:18:45";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"291";;"12633";"2";"12633-2.mov";"2025-10-03 13:25:19";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"Für Oma Antje"
"292";;"12633";"3";"12633-3.mov";"2025-10-03 13:26:04";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"293";;"12633";"4";"12633-4.mov";"2025-10-03 13:28:19";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"294";;"12628";"1";"12628-1.mov";"2025-10-03 13:30:04";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"Für Opa Hermann"
"295";;"29066";"2";"29066-2.mov";"2025-10-03 13:33:22";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"296";;"29066";"3";"29066-3.mov";"2025-10-03 13:33:29";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"297";;"25103";"1";"25103-1.mov";"2025-10-03 13:34:06";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"298";;"14955";"1";"14955-1.mov";"2025-10-03 13:34:30";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"299";;"4863";"1";"4863-1.mov";"2025-10-03 13:43:45";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"300";;"35121";"1";"35121-1.mov";"2025-10-03 13:49:52";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"301";;"11163";"1";"11163-1.mp4";"2025-10-03 13:51:12";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";"happy birthday"
"302";;"628";"1";"628-1.mov";"2025-10-03 13:51:48";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"303";;"352";"1";"352-1.mp4";"2025-10-03 13:55:02";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"304";;"871";"1";"871-1.mov";"2025-10-03 13:55:02";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"305";;"348";"1";"348-1.mp4";"2025-10-03 13:55:17";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"306";;"8912";"1";"8912-1.mov";"2025-10-03 13:58:05";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"307";;"6873";"2";"6873-2.mov";"2025-10-03 13:59:19";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"308";;"6873";"3";"6873-3.mov";"2025-10-03 13:59:48";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"309";;"6873";"4";"6873-4.mov";"2025-10-03 13:59:49";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"310";;"6873";"5";"6873-5.mov";"2025-10-03 14:00:14";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"311";;"5833";"2";"5833-2.mp4";"2025-10-03 14:00:15";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"312";;"6873";"6";"6873-6.mov";"2025-10-03 14:01:42";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"313";;"6873";"7";"6873-7.mov";"2025-10-03 14:02:49";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"314";;"8912";"2";"8912-2.mov";"2025-10-03 14:06:34";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"315";;"4242";"3";"4242-3.mov";"2025-10-03 14:07:36";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"316";;"6873";"8";"6873-8.mov";"2025-10-03 14:08:20";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"317";;"6873";"9";"6873-9.mov";"2025-10-03 14:08:30";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"318";;"6873";"10";"6873-10.mov";"2025-10-03 14:08:54";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"319";;"6873";"11";"6873-11.mov";"2025-10-03 14:12:28";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"320";;"20869";"1";"20869-1.mov";"2025-10-03 14:12:57";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"international"
"321";;"6873";"12";"6873-12.mov";"2025-10-03 14:13:59";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"322";;"6873";"13";"6873-13.mov";"2025-10-03 14:14:23";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"323";;"6873";"14";"6873-14.mov";"2025-10-03 14:16:27";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"324";;"7569";"1";"7569-1.mov";"2025-10-03 14:16:30";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"325";;"7569";"2";"7569-2.mov";"2025-10-03 14:16:33";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"326";;"33359";"2";"33359-2.mov";"2025-10-03 14:17:57";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"327";;"35121";"2";"35121-2.mov";"2025-10-03 14:18:01";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"328";;"6873";"15";"6873-15.mov";"2025-10-03 14:18:17";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"329";;"6873";"16";"6873-16.mov";"2025-10-03 14:18:26";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"330";;"13735";"1";"13735-1.mov";"2025-10-03 14:19:03";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"331";;"6873";"17";"6873-17.mp4";"2025-10-03 14:20:09";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"332";;"6873";"18";"6873-18.mp4";"2025-10-03 14:20:27";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"333";;"6873";"19";"6873-19.mp4";"2025-10-03 14:20:48";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"334";;"6873";"20";"6873-20.mp4";"2025-10-03 14:20:49";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"335";;"6873";"21";"6873-21.mov";"2025-10-03 14:22:25";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"336";;"26181";"1";"26181-1.mov";"2025-10-03 14:24:20";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"337";;"6873";"22";"6873-22.mov";"2025-10-03 14:28:23";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"338";;"6873";"23";"6873-23.mov";"2025-10-03 14:30:40";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"339";;"27814";"1";"27814-1.mov";"2025-10-03 14:34:15";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"340";;"23056";"1";"23056-1.mov";"2025-10-03 14:36:18";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"341";;"23056";"2";"23056-2.mov";"2025-10-03 14:36:22";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"342";;"21591";"1";"21591-1.mp4";"2025-10-03 14:37:16";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"343";;"11949";"1";"11949-1.mov";"2025-10-03 14:37:28";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"funny"
"344";;"21591";"2";"21591-2.mp4";"2025-10-03 14:37:34";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"345";;"13605";"1";"13605-1.mov";"2025-10-03 14:41:05";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"346";;"5110";"1";"5110-1.mov";"2025-10-03 14:56:01";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"347";;"32372";"1";"32372-1.mov";"2025-10-03 14:57:07";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"348";;"32372";"2";"32372-2.mov";"2025-10-03 14:57:12";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"349";;"6431";"1";"6431-1.mp4";"2025-10-03 14:59:57";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"350";;"21341";"1";"21341-1.mov";"2025-10-03 15:00:49";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"351";;"24708";"1";"24708-1.mov";"2025-10-03 15:01:22";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"352";;"5772";"1";"5772-1.mov";"2025-10-03 15:08:57";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"353";;"2271";"1";"2271-1.mp4";"2025-10-03 15:09:09";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";"kids"
"354";;"5064";"2";"5064-2.mp4";"2025-10-03 15:14:04";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"355";;"27275";"1";"27275-1.mov";"2025-10-03 15:16:01";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"356";;"9811";"1";"9811-1.mov";"2025-10-03 15:21:42";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"357";;"2779";"6";"2779-6.mov";"2025-10-03 15:29:55";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"358";;"2610";"1";"2610-1.mov";"2025-10-03 15:33:54";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"nur der BVB"
"359";;"5110";"2";"5110-2.mp4";"2025-10-03 15:33:56";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"360";;"2610";"2";"2610-2.mov";"2025-10-03 15:35:41";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"361";;"17796";"1";"17796-1.mov";"2025-10-03 15:42:45";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"Kind"
"362";;"17797";"1";"17797-1.mov";"2025-10-03 15:43:29";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"363";;"17797";"2";"17797-2.mov";"2025-10-03 15:43:31";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"364";;"17797";"3";"17797-3.mov";"2025-10-03 15:43:33";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"365";;"17797";"4";"17797-4.mov";"2025-10-03 15:43:36";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"366";;"13143";"1";"13143-1.mp4";"2025-10-03 15:47:25";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"367";;"22440";"1";"22440-1.mp4";"2025-10-03 15:54:26";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"hund"
"368";;"11161";"1";"11161-1.mov";"2025-10-03 15:56:39";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"369";;"6431";"2";"6431-2.mov";"2025-10-03 16:01:51";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"370";;"13735";"2";"13735-2.mov";"2025-10-03 16:04:49";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"371";;"17745";"1";"17745-1.mov";"2025-10-03 16:10:57";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"372";;"5333";"1";"5333-1.mp4";"2025-10-03 16:14:02";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"373";;"2214";"1";"2214-1.mp4";"2025-10-03 16:14:22";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"374";;"17745";"2";"17745-2.mov";"2025-10-03 16:14:40";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"375";;"17745";"3";"17745-3.mov";"2025-10-03 16:14:55";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"376";;"9278";"1";"9278-1.mp4";"2025-10-03 16:15:38";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"377";;"6873";"24";"6873-24.mov";"2025-10-03 16:21:15";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"378";;"6873";"25";"6873-25.mov";"2025-10-03 16:23:31";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"379";;"6873";"26";"6873-26.mov";"2025-10-03 16:24:00";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"380";;"13150";"2";"13150-2.mp4";"2025-10-03 16:25:32";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"381";;"29635";"1";"29635-1.mov";"2025-10-03 16:29:55";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"382";;"3112";"1";"3112-1.mp4";"2025-10-03 16:33:02";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"383";;"6873";"27";"6873-27.mov";"2025-10-03 16:33:36";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"384";;"6873";"28";"6873-28.mov";"2025-10-03 16:36:36";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"385";;"6873";"29";"6873-29.mov";"2025-10-03 16:39:22";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"386";;"6873";"30";"6873-30.mov";"2025-10-03 16:40:18";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"387";;"5333";"2";"5333-2.mov";"2025-10-03 16:42:11";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"388";;"15091";"1";"15091-1.mp4";"2025-10-03 16:43:42";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"go mama"
"389";;"3042";"1";"3042-1.mp4";"2025-10-03 16:48:08";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"390";;"32238";"1";"32238-1.mov";"2025-10-03 16:49:00";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"391";;"6873";"31";"6873-31.mov";"2025-10-03 16:50:27";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"392";;"3229";"1";"3229-1.mov";"2025-10-03 16:52:11";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"393";;"6873";"32";"6873-32.mov";"2025-10-03 16:56:14";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"394";;"29427";"2";"29427-2.mp4";"2025-10-03 16:56:14";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"395";;"6873";"33";"6873-33.mov";"2025-10-03 16:56:24";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"396";;"6873";"34";"6873-34.mov";"2025-10-03 17:04:47";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"397";;"305";"5";"305-5.mp4";"2025-10-03 17:09:50";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"398";;"7524";"1";"7524-1.mp4";"2025-10-03 17:10:37";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"399";;"26695";"1";"26695-1.mp4";"2025-10-03 17:12:14";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"400";;"26695";"2";"26695-2.mp4";"2025-10-03 17:12:16";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"401";;"26695";"2";"26695-2.mp4";"2025-10-03 17:12:16";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"402";;"4261";"1";"4261-1.mp4";"2025-10-03 17:16:12";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"403";;"8190";"1";"8190-1.mov";"2025-10-03 17:17:55";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"404";;"35122";"2";"35122-2.mov";"2025-10-03 17:19:55";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"405";;"28330";"1";"28330-1.MOV";"2025-10-03 17:22:28";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"406";;"28696";"1";"28696-1.mov";"2025-10-03 17:23:20";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"407";;"28696";"2";"28696-2.mov";"2025-10-03 17:23:42";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"408";;"28694";"1";"28694-1.mov";"2025-10-03 17:24:30";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"409";;"28327";"1";"28327-1.MOV";"2025-10-03 17:24:40";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"410";;"6280";"1";"6280-1.MOV";"2025-10-03 17:25:30";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"411";;"7569";"3";"7569-3.mov";"2025-10-03 17:27:35";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"412";;"28464";"1";"28464-1.MOV";"2025-10-03 17:27:43";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"413";;"28464";"2";"28464-2.MOV";"2025-10-03 17:27:45";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"414";;"28464";"2";"28464-2.MOV";"2025-10-03 17:27:45";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"415";;"6279";"1";"6279-1.mov";"2025-10-03 17:31:23";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"416";;"18137";"1";"18137-1.mov";"2025-10-03 17:31:25";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"hund"
